Inspection_ID,Product,Production_Line,Machine,Shift,Temperature,Humidity,Voltage,Current,Vibration,Production_Speed,Operator,Material_Type,Defect_Type,Severity,Inspection_Result,Downtime_Minutes,Maintenance_Status,AI_Risk_Score,Inspection_Date
I0181,Microcontroller Board,L3,M3,Morning,54,60,66.81,0.47,2.3,129,OP124,Copper,Short Circuit,Low,Fail,15,Warning,84,2025-07-01
I0182,LED Driver,L4,M5,Evening,49,48,150.91,4.79,0.76,123,OP122,Ceramic,Burn Mark,Medium,Pass,27,Warning,69,2025-07-02
I0183,Battery Pack,L4,M1,Night,51,52,110.48,4.86,2.87,125,OP112,Copper,Open Circuit,Low,Pass,2,Warning,17,2025-07-03
I0184,Relay Module,L1,M3,Night,53,49,136.09,3.39,0.91,95,OP109,FR4,PCB Crack,Medium,Pass,35,Critical,15,2025-07-04
I0185,Camera Module,L1,M4,Morning,35,47,112.98,3.84,1.25,112,OP130,Aluminum,PCB Crack,Low,Pass,12,Critical,83,2025-07-05
I0186,Camera Module,L2,M4,Night,42,54,57.1,3.38,3.05,108,OP128,Copper,Missing Component,Low,Fail,13,Warning,93,2025-07-06
I0187,LED Driver,L1,M3,Night,54,53,165.14,2.65,1.44,102,OP128,Copper,Loose Connection,Low,Pass,4,Warning,36,2025-07-07
I0188,Camera Module,L3,M2,Morning,49,60,123.92,1.53,1.17,85,OP123,Ceramic,Burn Mark,Medium,Pass,55,Warning,53,2025-07-08
I0189,Relay Module,L1,M5,Night,46,58,33.41,0.71,2.52,123,OP110,FR4,PCB Crack,High,Pass,19,Warning,29,2025-07-09
I0190,Relay Module,L4,M1,Night,38,63,145.85,1.25,3.63,108,OP101,Copper,Short Circuit,Low,Fail,9,Good,26,2025-07-10
I0191,Display Unit,L2,M4,Night,39,62,47.91,1.21,4.22,108,OP121,Aluminum,Misalignment,Low,Pass,50,Warning,30,2025-07-11
I0192,Wi-Fi Module,L2,M4,Night,42,62,159.79,4.46,2.25,99,OP128,Aluminum,Misalignment,Low,Pass,46,Critical,13,2025-07-12
I0193,Camera Module,L3,M5,Morning,44,58,130.44,2.05,4.1,143,OP115,Copper,PCB Crack,Medium,Fail,13,Critical,18,2025-07-13
I0194,Display Unit,L4,M2,Evening,52,50,143.6,4.06,2.29,113,OP109,Ceramic,Misalignment,Medium,Pass,15,Good,15,2025-07-14
I0195,Display Unit,L1,M4,Morning,47,42,171.5,0.9,1.11,115,OP112,Copper,Burn Mark,Medium,Fail,16,Critical,52,2025-07-15
I0196,Camera Module,L2,M3,Morning,43,59,36.67,1.29,0.68,121,OP118,Ceramic,Short Circuit,High,Pass,34,Critical,99,2025-07-16
I0197,Microcontroller Board,L4,M2,Morning,55,60,221.54,0.39,1.58,107,OP117,Copper,Short Circuit,Low,Pass,47,Good,98,2025-07-17
I0198,Display Unit,L4,M4,Night,43,50,25.12,1.29,2.25,106,OP118,FR4,Misalignment,Low,Fail,59,Critical,66,2025-07-18
I0199,LED Driver,L2,M1,Night,45,45,19.25,3.59,1.39,117,OP119,Ceramic,Short Circuit,Low,Pass,57,Warning,96,2025-07-19
I0200,Relay Module,L2,M3,Night,51,43,227.45,4.39,3.66,89,OP103,Ceramic,Short Circuit,Low,Fail,9,Critical,32,2025-07-20
I0201,Camera Module,L1,M1,Evening,53,44,26.82,3.12,0.97,146,OP113,Copper,Burn Mark,Medium,Fail,56,Good,14,2025-07-21
I0202,Power Supply Unit,L2,M5,Morning,55,59,130.99,4.09,4.32,85,OP129,Ceramic,Misalignment,Low,Pass,13,Critical,14,2025-07-22
I0203,PCB,L3,M5,Evening,45,56,55.93,2.67,4.4,118,OP114,FR4,Loose Connection,Low,Fail,53,Good,73,2025-07-23
I0204,Microcontroller Board,L3,M2,Evening,53,48,80.27,4.39,1.49,127,OP128,Aluminum,Misalignment,Low,Fail,49,Warning,60,2025-07-24
I0205,Relay Module,L4,M5,Night,49,58,119.61,2.93,3.35,102,OP108,FR4,Burn Mark,Low,Fail,22,Good,82,2025-07-25
I0206,Microcontroller Board,L1,M5,Evening,49,65,110.27,3.46,0.77,87,OP121,Copper,Burn Mark,Low,Pass,6,Warning,64,2025-07-26
I0207,Camera Module,L4,M5,Night,35,48,153.37,0.31,2.96,92,OP130,Ceramic,Loose Connection,Low,Fail,23,Critical,96,2025-07-27
I0208,Battery Pack,L4,M2,Evening,48,45,94.54,1.04,1.17,135,OP109,FR4,Loose Connection,Low,Fail,27,Warning,38,2025-07-28
I0209,Wi-Fi Module,L3,M3,Evening,55,57,140.91,3.08,3.84,109,OP112,Ceramic,Solder Bridge,Medium,Fail,15,Critical,62,2025-07-29
I0210,Display Unit,L1,M1,Morning,38,48,8.63,1.53,3.55,129,OP124,FR4,Short Circuit,Medium,Fail,52,Good,66,2025-07-30
I0211,PCB,L4,M3,Morning,35,46,167.43,0.86,4.44,107,OP112,FR4,Misalignment,Low,Fail,10,Warning,22,2025-07-31
I0212,Display Unit,L2,M5,Night,37,60,97.82,2.97,1.55,126,OP114,Ceramic,Short Circuit,High,Pass,32,Warning,38,2025-08-01
I0213,PCB,L2,M5,Morning,52,64,33.22,1.4,3.99,81,OP112,Aluminum,Open Circuit,High,Pass,9,Good,95,2025-08-02
I0214,Sensor Module,L3,M1,Night,41,55,175.21,3.94,3.52,84,OP103,Aluminum,Open Circuit,Low,Fail,10,Critical,69,2025-08-03
I0215,Power Supply Unit,L3,M1,Morning,37,60,117.46,3.84,1.71,110,OP130,FR4,Loose Connection,High,Pass,0,Warning,59,2025-08-04
I0216,PCB,L3,M3,Morning,54,46,75.97,4.99,4.41,122,OP109,Aluminum,Loose Connection,Low,Pass,11,Warning,32,2025-08-05
I0217,Camera Module,L1,M1,Morning,45,53,205.05,0.69,3.7,116,OP101,Aluminum,Misalignment,Low,Fail,22,Good,43,2025-08-06
I0218,Sensor Module,L4,M2,Morning,53,59,195.25,3.43,4.28,105,OP117,FR4,Short Circuit,Low,Pass,0,Good,14,2025-08-07
I0219,Microcontroller Board,L2,M4,Night,42,43,160.84,0.56,2.67,124,OP112,Copper,Loose Connection,Low,Pass,6,Critical,87,2025-08-08
I0220,Microcontroller Board,L3,M4,Evening,38,51,69.16,4.67,2.54,90,OP118,Aluminum,Loose Connection,Low,Fail,38,Warning,96,2025-08-09
I0221,Microcontroller Board,L2,M3,Night,42,40,207.61,1.63,4.28,142,OP113,Copper,Burn Mark,Low,Fail,22,Warning,17,2025-08-10
I0222,Camera Module,L3,M2,Night,43,57,56.62,1.49,0.6,125,OP105,Ceramic,Misalignment,Medium,Pass,32,Warning,45,2025-08-11
I0223,Battery Pack,L2,M5,Night,54,50,178.44,1.71,0.58,112,OP114,Copper,Missing Component,Medium,Pass,56,Good,49,2025-08-12
I0224,Power Supply Unit,L1,M4,Evening,55,53,63.34,2.1,4.01,82,OP106,Aluminum,Burn Mark,Low,Fail,11,Good,71,2025-08-13
I0225,Sensor Module,L1,M3,Evening,55,46,75.57,0.34,1.31,96,OP121,Ceramic,Loose Connection,Low,Fail,21,Warning,10,2025-08-14
I0226,Wi-Fi Module,L2,M4,Night,54,52,203.87,1.34,2.76,127,OP127,Aluminum,PCB Crack,Low,Fail,41,Warning,31,2025-08-15
I0227,LED Driver,L1,M5,Morning,55,42,225.17,0.88,2.68,81,OP129,FR4,Misalignment,Medium,Fail,12,Warning,73,2025-08-16
I0228,Battery Pack,L1,M4,Morning,55,65,178.44,2.93,2.02,88,OP123,Ceramic,Loose Connection,Low,Pass,6,Warning,14,2025-08-17
I0229,Battery Pack,L2,M4,Morning,47,63,30.91,4.14,3.72,96,OP101,Copper,Solder Bridge,Medium,Pass,2,Good,39,2025-08-18
I0230,Wi-Fi Module,L2,M3,Evening,46,53,202.36,3.63,2.95,80,OP106,Ceramic,Burn Mark,Low,Fail,2,Critical,54,2025-08-19
I0231,Power Supply Unit,L3,M2,Evening,47,61,41.35,0.63,2.83,86,OP124,Copper,Missing Component,High,Fail,34,Good,37,2025-08-20
I0232,Display Unit,L2,M2,Morning,51,43,117.11,2.68,2.33,85,OP120,FR4,Open Circuit,Low,Pass,51,Critical,93,2025-08-21
I0233,Relay Module,L2,M1,Evening,38,46,224.5,1.98,0.7,99,OP119,Copper,Missing Component,Low,Pass,51,Good,24,2025-08-22
I0234,Microcontroller Board,L1,M3,Morning,55,41,152.83,0.25,0.73,93,OP124,Aluminum,Solder Bridge,Low,Pass,19,Critical,83,2025-08-23
I0235,LED Driver,L1,M4,Evening,42,56,136.6,4.13,3.24,123,OP129,Copper,Misalignment,Medium,Fail,22,Good,11,2025-08-24
I0236,Camera Module,L3,M2,Morning,54,52,37.86,3.19,1.87,91,OP113,Copper,Loose Connection,Low,Fail,13,Good,40,2025-08-25
I0237,Camera Module,L3,M3,Evening,52,58,177.62,3.41,3.25,107,OP111,FR4,Loose Connection,Low,Fail,3,Good,86,2025-08-26
I0238,Battery Pack,L3,M2,Evening,36,45,121.1,2.41,2.42,119,OP105,Ceramic,Loose Connection,Medium,Pass,7,Good,84,2025-08-27
I0239,Wi-Fi Module,L4,M5,Evening,50,65,132.23,3.56,2.66,110,OP116,FR4,Solder Bridge,Low,Pass,16,Warning,30,2025-08-28
I0240,Microcontroller Board,L4,M1,Evening,49,50,13.14,1.58,2.79,102,OP113,FR4,Missing Component,Low,Pass,9,Warning,61,2025-08-29
I0241,Wi-Fi Module,L3,M1,Night,55,47,11.05,4.06,3.63,84,OP117,Aluminum,Misalignment,Low,Fail,39,Critical,56,2025-08-30
I0242,Microcontroller Board,L2,M5,Evening,49,60,101.52,4.39,3.19,113,OP118,FR4,Solder Bridge,Medium,Pass,60,Warning,40,2025-08-31
I0243,PCB,L4,M1,Morning,42,57,168.01,2.05,1.87,109,OP118,Ceramic,Open Circuit,Medium,Fail,44,Warning,85,2025-09-01
I0244,Relay Module,L1,M2,Morning,50,51,173.88,3.52,4.38,135,OP126,Copper,Missing Component,Medium,Fail,20,Warning,26,2025-09-02
I0245,Wi-Fi Module,L3,M5,Morning,45,51,93.42,4.07,1.1,121,OP125,FR4,Missing Component,Low,Fail,56,Warning,79,2025-09-03
I0246,Microcontroller Board,L3,M2,Night,51,42,49.23,1.78,2.75,96,OP102,FR4,Misalignment,Medium,Pass,19,Critical,20,2025-09-04
I0247,Wi-Fi Module,L3,M1,Night,43,45,193.19,4.13,2.03,87,OP124,FR4,Loose Connection,Low,Fail,49,Warning,31,2025-09-05
I0248,LED Driver,L4,M5,Night,45,45,200.76,0.92,4.27,144,OP121,FR4,PCB Crack,Low,Fail,19,Good,88,2025-09-06
I0249,Camera Module,L4,M2,Morning,46,64,71.23,2.34,0.7,105,OP122,Copper,Solder Bridge,Medium,Fail,22,Warning,10,2025-09-07
I0250,LED Driver,L3,M3,Evening,44,47,113.65,4.61,3.84,127,OP101,FR4,Solder Bridge,Low,Fail,14,Warning,58,2025-09-08
I0251,Sensor Module,L1,M3,Evening,49,64,201.89,1.35,2.67,111,OP126,Copper,Open Circuit,Low,Fail,11,Warning,36,2025-09-09
I0252,Camera Module,L2,M3,Morning,43,53,203.22,2.25,2.67,127,OP113,Aluminum,Misalignment,Medium,Fail,5,Good,80,2025-09-10
I0253,Wi-Fi Module,L2,M1,Morning,42,65,67.08,0.33,0.99,122,OP120,Ceramic,Missing Component,Low,Fail,39,Critical,79,2025-09-11
I0254,Battery Pack,L4,M4,Morning,36,44,75.78,3.47,3.4,96,OP125,Ceramic,Solder Bridge,Low,Fail,35,Critical,36,2025-09-12
I0255,LED Driver,L4,M2,Evening,42,54,9.62,0.29,0.62,101,OP117,FR4,PCB Crack,Medium,Pass,22,Critical,17,2025-09-13
I0256,Sensor Module,L2,M5,Evening,50,62,16.65,4.54,2.86,90,OP125,Copper,Burn Mark,Low,Pass,39,Good,40,2025-09-14
I0257,LED Driver,L4,M3,Night,50,50,187.28,0.43,2.5,107,OP122,Aluminum,Missing Component,Medium,Pass,34,Critical,17,2025-09-15
I0258,Microcontroller Board,L1,M4,Evening,36,65,105.52,1.65,3.62,140,OP102,FR4,Open Circuit,Low,Pass,12,Warning,86,2025-09-16
I0259,Sensor Module,L1,M3,Evening,43,43,8.58,2.23,0.6,144,OP127,Aluminum,PCB Crack,Medium,Fail,28,Warning,91,2025-09-17
I0260,PCB,L4,M4,Morning,45,57,171.16,0.41,2.04,110,OP113,Aluminum,Burn Mark,High,Pass,57,Warning,65,2025-09-18
I0261,Camera Module,L4,M3,Evening,45,46,149.37,2.88,1.24,106,OP106,Ceramic,Burn Mark,Low,Pass,25,Critical,45,2025-09-19
I0262,Microcontroller Board,L1,M4,Evening,39,61,46.58,2.99,0.84,91,OP127,Ceramic,Missing Component,Low,Pass,23,Critical,15,2025-09-20
I0263,LED Driver,L3,M1,Evening,38,64,6.21,4.3,0.99,90,OP113,Aluminum,Open Circuit,High,Fail,27,Warning,28,2025-09-21
I0264,Battery Pack,L3,M4,Morning,54,48,107.36,4.27,1.23,128,OP129,FR4,Short Circuit,Low,Fail,35,Warning,87,2025-09-22
I0265,Camera Module,L4,M1,Morning,36,56,42.85,4.48,2.36,134,OP107,Copper,PCB Crack,Low,Pass,28,Warning,55,2025-09-23
I0266,LED Driver,L4,M5,Morning,49,60,96.36,2.51,0.67,81,OP120,Copper,Open Circuit,Low,Fail,41,Good,46,2025-09-24
I0267,Wi-Fi Module,L1,M2,Morning,55,61,170.73,2.3,4.38,143,OP114,FR4,Missing Component,Low,Fail,53,Warning,46,2025-09-25
I0268,Microcontroller Board,L3,M2,Evening,36,53,221.55,1.8,1.67,104,OP111,Aluminum,Open Circuit,Low,Fail,25,Good,58,2025-09-26
I0269,Power Supply Unit,L1,M3,Morning,41,42,157.15,3.76,0.63,91,OP112,Copper,Burn Mark,Low,Fail,21,Warning,70,2025-09-27
I0270,LED Driver,L4,M2,Night,41,63,150.17,1.31,1.99,119,OP107,Ceramic,Burn Mark,Low,Fail,4,Good,13,2025-09-28
I0271,Relay Module,L2,M3,Night,54,51,105.84,4.26,3.12,93,OP117,Copper,Short Circuit,Low,Fail,48,Good,59,2025-09-29
I0272,Display Unit,L1,M5,Evening,55,61,71.41,0.66,1.21,125,OP101,FR4,Open Circuit,Medium,Fail,5,Warning,62,2025-09-30
I0273,Display Unit,L2,M2,Evening,38,64,221.93,3.32,1.61,119,OP123,Copper,Open Circuit,Low,Fail,56,Warning,83,2025-10-01
I0274,Relay Module,L3,M2,Evening,35,43,203.84,4.6,2.21,120,OP123,Copper,Short Circuit,Low,Fail,40,Critical,55,2025-10-02
I0275,Power Supply Unit,L3,M4,Evening,45,62,39.94,3.05,1.81,132,OP102,FR4,PCB Crack,High,Fail,18,Critical,16,2025-10-03
I0276,Display Unit,L4,M1,Morning,45,52,171.3,1.98,0.61,148,OP126,Aluminum,Short Circuit,Low,Pass,37,Critical,56,2025-10-04
I0277,Wi-Fi Module,L1,M4,Night,41,64,70.09,2.68,1.18,87,OP122,Aluminum,Short Circuit,Low,Fail,22,Good,16,2025-10-05
I0278,Battery Pack,L1,M1,Morning,45,50,45.2,2.52,1.15,149,OP111,Aluminum,PCB Crack,Medium,Fail,48,Critical,50,2025-10-06
I0279,Sensor Module,L3,M1,Evening,45,52,126.57,2.76,3.06,119,OP122,Aluminum,Short Circuit,Low,Fail,39,Good,63,2025-10-07
I0280,Sensor Module,L1,M1,Evening,55,49,215.95,4.76,4.35,144,OP108,Ceramic,Solder Bridge,High,Fail,31,Warning,20,2025-10-08
I0281,PCB,L1,M3,Morning,40,43,143.38,3.22,0.83,111,OP102,FR4,Missing Component,Medium,Fail,18,Warning,23,2025-10-09
I0282,Power Supply Unit,L4,M1,Morning,39,45,223.14,0.62,0.77,96,OP110,Copper,Burn Mark,Low,Fail,57,Critical,16,2025-10-10
I0283,Sensor Module,L2,M1,Evening,42,57,172.17,2.53,3.82,124,OP129,Copper,Loose Connection,Medium,Pass,52,Warning,98,2025-10-11
I0284,Microcontroller Board,L3,M5,Night,48,52,9.85,1.64,2.35,117,OP102,Aluminum,Misalignment,Low,Fail,28,Warning,29,2025-10-12
I0285,LED Driver,L2,M1,Morning,55,42,117.33,2.52,3.0,132,OP116,Ceramic,Solder Bridge,High,Pass,18,Critical,40,2025-10-13
I0286,Microcontroller Board,L4,M2,Evening,40,53,209.44,0.73,1.95,81,OP126,Ceramic,Missing Component,Low,Fail,11,Warning,38,2025-10-14
I0287,Microcontroller Board,L1,M5,Night,40,57,211.62,0.34,3.24,121,OP116,Aluminum,Burn Mark,Low,Fail,45,Critical,17,2025-10-15
I0288,Camera Module,L2,M4,Morning,41,57,117.9,2.85,3.21,128,OP111,Ceramic,PCB Crack,Medium,Fail,16,Critical,61,2025-10-16
I0289,Wi-Fi Module,L2,M1,Morning,40,65,218.08,2.97,2.78,80,OP127,FR4,Open Circuit,Medium,Fail,47,Warning,26,2025-10-17
I0290,Wi-Fi Module,L2,M1,Morning,48,62,107.2,3.93,2.43,135,OP101,Aluminum,Solder Bridge,Low,Fail,49,Good,59,2025-10-18
I0291,Wi-Fi Module,L4,M1,Evening,46,60,116.0,2.15,0.71,82,OP117,Ceramic,Loose Connection,Low,Pass,29,Critical,24,2025-10-19
I0292,Camera Module,L1,M1,Evening,55,46,134.37,4.31,0.61,119,OP127,Aluminum,Short Circuit,Medium,Pass,19,Critical,65,2025-10-20
I0293,Wi-Fi Module,L4,M2,Evening,40,62,86.14,1.47,3.38,102,OP111,Ceramic,Loose Connection,High,Fail,22,Good,95,2025-10-21
I0294,Power Supply Unit,L3,M4,Morning,39,46,115.19,3.82,4.29,89,OP128,Ceramic,Solder Bridge,Medium,Fail,22,Warning,67,2025-10-22
I0295,Relay Module,L1,M3,Night,49,49,105.44,3.53,3.39,114,OP112,FR4,Loose Connection,Low,Fail,11,Warning,18,2025-10-23
I0296,Wi-Fi Module,L1,M2,Evening,47,48,143.92,0.74,3.44,87,OP122,FR4,Short Circuit,Low,Pass,18,Critical,54,2025-10-24
I0297,Sensor Module,L1,M4,Evening,49,64,110.5,2.08,3.61,98,OP119,FR4,Loose Connection,Medium,Fail,9,Critical,61,2025-10-25
I0298,Sensor Module,L4,M3,Morning,36,57,227.2,0.71,2.48,142,OP130,Copper,PCB Crack,High,Fail,6,Warning,74,2025-10-26
I0299,Relay Module,L4,M2,Night,55,58,141.93,0.88,3.77,138,OP120,Aluminum,Loose Connection,High,Fail,48,Good,34,2025-10-27
I0300,Power Supply Unit,L2,M3,Evening,55,51,206.04,2.62,4.46,86,OP111,Ceramic,Burn Mark,Medium,Fail,7,Critical,25,2025-10-28
I0301,Relay Module,L2,M1,Night,55,41,37.23,3.35,2.64,136,OP110,Copper,Misalignment,Medium,Fail,25,Warning,64,2025-10-29
I0302,Display Unit,L1,M5,Night,52,65,102.74,2.66,0.84,92,OP109,Ceramic,Short Circuit,Medium,Pass,49,Warning,90,2025-10-30
I0303,Display Unit,L1,M2,Evening,45,46,132.39,1.67,0.94,139,OP109,Aluminum,Misalignment,Medium,Pass,32,Critical,50,2025-10-31
I0304,Camera Module,L4,M4,Night,51,54,76.53,0.53,4.05,148,OP121,Aluminum,Misalignment,Medium,Pass,60,Critical,34,2025-11-01
I0305,Relay Module,L4,M1,Night,45,63,5.96,4.13,3.47,131,OP106,Copper,Short Circuit,Low,Fail,52,Warning,48,2025-11-02
I0306,Power Supply Unit,L2,M5,Morning,40,54,133.47,5.0,1.73,108,OP130,FR4,Missing Component,Low,Pass,11,Warning,19,2025-11-03
I0307,LED Driver,L3,M5,Evening,38,65,61.61,1.78,1.87,115,OP116,Aluminum,PCB Crack,Medium,Pass,53,Critical,50,2025-11-04
I0308,Relay Module,L3,M3,Morning,46,46,198.4,4.21,2.91,94,OP112,Copper,Burn Mark,Low,Pass,0,Critical,58,2025-11-05
I0309,Microcontroller Board,L1,M3,Evening,49,41,226.37,2.31,0.72,106,OP106,Copper,Burn Mark,Low,Pass,60,Warning,19,2025-11-06
I0310,Relay Module,L4,M4,Evening,35,59,59.96,2.92,1.89,107,OP123,Ceramic,Open Circuit,Medium,Pass,60,Critical,87,2025-11-07
I0311,Display Unit,L2,M3,Morning,41,45,140.47,0.99,4.33,121,OP110,Copper,Short Circuit,Low,Pass,28,Warning,55,2025-11-08
I0312,Relay Module,L4,M4,Evening,54,65,149.77,0.23,2.14,121,OP126,Copper,PCB Crack,Low,Fail,36,Critical,21,2025-11-09
I0313,Relay Module,L2,M5,Morning,43,58,37.1,2.51,4.18,140,OP103,Ceramic,Loose Connection,High,Pass,9,Warning,94,2025-11-10
I0314,Camera Module,L1,M5,Morning,44,53,135.57,3.22,2.7,122,OP118,Copper,Burn Mark,Low,Fail,32,Warning,62,2025-11-11
I0315,Camera Module,L3,M1,Evening,54,53,35.19,3.49,2.91,113,OP110,Ceramic,Open Circuit,Low,Pass,60,Warning,53,2025-11-12
I0316,Relay Module,L4,M4,Evening,37,46,192.04,3.43,1.37,150,OP121,FR4,PCB Crack,High,Fail,40,Good,80,2025-11-13
I0317,Microcontroller Board,L1,M5,Night,54,64,76.16,0.97,3.13,150,OP102,Aluminum,Missing Component,Low,Pass,37,Warning,42,2025-11-14
I0318,Microcontroller Board,L2,M5,Evening,55,43,29.67,1.33,3.76,117,OP107,Copper,Open Circuit,Medium,Fail,20,Good,77,2025-11-15
I0319,Display Unit,L2,M1,Evening,35,47,106.95,4.27,1.19,142,OP123,Aluminum,Missing Component,High,Fail,42,Warning,60,2025-11-16
I0320,Wi-Fi Module,L4,M2,Morning,52,59,139.99,2.48,1.06,140,OP126,Ceramic,Short Circuit,Medium,Pass,37,Critical,96,2025-11-17
I0321,Camera Module,L2,M2,Night,43,54,201.83,3.34,2.41,88,OP122,Copper,Solder Bridge,Low,Fail,47,Warning,20,2025-11-18
I0322,Microcontroller Board,L2,M1,Morning,40,43,86.86,1.59,0.65,141,OP122,Ceramic,Short Circuit,High,Fail,16,Critical,57,2025-11-19
I0323,Microcontroller Board,L4,M4,Night,45,52,157.74,4.05,3.63,83,OP106,Ceramic,Short Circuit,Medium,Pass,9,Warning,99,2025-11-20
I0324,PCB,L4,M1,Night,40,53,3.73,0.24,4.33,126,OP129,FR4,Solder Bridge,High,Fail,35,Warning,46,2025-11-21
I0325,Wi-Fi Module,L3,M5,Night,35,55,157.97,3.57,3.24,126,OP127,Ceramic,Misalignment,Low,Fail,12,Warning,39,2025-11-22
I0326,LED Driver,L2,M1,Evening,42,50,17.79,2.67,1.37,87,OP106,Aluminum,Open Circuit,High,Pass,36,Good,63,2025-11-23
I0327,Power Supply Unit,L2,M5,Night,42,40,219.3,1.62,0.67,124,OP108,Aluminum,Open Circuit,High,Fail,59,Warning,19,2025-11-24
I0328,Display Unit,L3,M5,Evening,41,42,28.73,4.12,0.8,80,OP125,Copper,PCB Crack,High,Fail,58,Critical,90,2025-11-25
I0329,Display Unit,L1,M5,Morning,53,46,153.11,1.72,3.67,118,OP126,Copper,PCB Crack,High,Pass,16,Warning,38,2025-11-26
I0330,PCB,L4,M5,Morning,37,52,129.05,1.6,1.72,134,OP121,Aluminum,Misalignment,Medium,Fail,50,Warning,38,2025-11-27
I0331,Display Unit,L4,M5,Night,36,41,5.2,1.8,1.85,133,OP105,Aluminum,Missing Component,Low,Fail,0,Good,62,2025-11-28
I0332,Microcontroller Board,L1,M3,Night,48,54,15.69,1.79,0.97,107,OP112,Ceramic,PCB Crack,Low,Pass,5,Critical,37,2025-11-29
I0333,Camera Module,L4,M5,Morning,55,53,198.88,0.96,1.24,94,OP123,FR4,Missing Component,Medium,Pass,56,Warning,50,2025-11-30
I0334,LED Driver,L4,M2,Night,45,55,15.58,3.67,3.28,94,OP107,Copper,Loose Connection,High,Fail,12,Warning,20,2025-12-01
I0335,Display Unit,L4,M4,Night,45,58,160.76,0.45,0.79,94,OP108,Aluminum,Open Circuit,Medium,Fail,46,Critical,23,2025-12-02
I0336,Microcontroller Board,L1,M2,Evening,47,58,202.56,4.44,0.85,91,OP124,FR4,Missing Component,High,Fail,50,Critical,78,2025-12-03
I0337,Microcontroller Board,L3,M4,Night,48,53,138.65,0.21,1.55,98,OP122,Ceramic,Missing Component,Medium,Fail,8,Critical,64,2025-12-04
I0338,Relay Module,L3,M5,Evening,50,43,197.45,1.15,3.24,131,OP115,FR4,Missing Component,Medium,Pass,32,Critical,79,2025-12-05
I0339,Wi-Fi Module,L4,M4,Night,55,54,157.0,5.0,2.77,145,OP128,Copper,Misalignment,Low,Pass,39,Good,53,2025-12-06
I0340,PCB,L3,M1,Morning,41,59,24.54,3.4,3.24,88,OP115,FR4,Loose Connection,Low,Pass,28,Warning,55,2025-12-07
I0341,Camera Module,L4,M5,Night,41,65,224.29,2.0,1.74,84,OP121,Aluminum,PCB Crack,Low,Fail,27,Warning,16,2025-12-08
I0342,PCB,L3,M1,Evening,39,56,46.93,2.25,3.91,125,OP126,Ceramic,Burn Mark,Low,Fail,54,Warning,62,2025-12-09
I0343,Camera Module,L2,M1,Night,41,53,188.4,0.85,3.14,138,OP113,Aluminum,PCB Crack,High,Fail,27,Good,100,2025-12-10
I0344,Sensor Module,L2,M4,Night,42,61,115.9,1.42,0.7,113,OP119,Copper,Short Circuit,High,Fail,2,Critical,86,2025-12-11
I0345,Battery Pack,L1,M1,Morning,41,57,157.51,1.57,4.37,91,OP124,Ceramic,Short Circuit,Low,Fail,49,Critical,26,2025-12-12
I0346,Relay Module,L3,M1,Evening,53,64,67.52,0.93,4.42,117,OP113,Copper,Solder Bridge,Medium,Fail,44,Warning,27,2025-12-13
I0347,PCB,L3,M1,Night,51,64,32.67,1.78,1.42,81,OP116,Aluminum,Open Circuit,Low,Fail,37,Warning,39,2025-12-14
I0348,LED Driver,L4,M2,Night,50,47,83.63,3.2,3.01,94,OP124,Aluminum,Short Circuit,High,Pass,42,Critical,95,2025-12-15
I0349,Power Supply Unit,L4,M5,Morning,37,52,124.05,1.51,1.78,109,OP113,Ceramic,Burn Mark,Low,Fail,48,Critical,64,2025-12-16
I0350,Sensor Module,L1,M4,Evening,35,48,91.06,1.36,1.56,131,OP130,Ceramic,Misalignment,Low,Pass,13,Warning,28,2025-12-17
I0351,Wi-Fi Module,L1,M4,Evening,35,56,206.96,3.31,0.57,142,OP106,Aluminum,Loose Connection,Low,Fail,2,Warning,54,2025-12-18
I0352,Display Unit,L3,M3,Night,54,65,64.2,3.45,2.28,132,OP123,Ceramic,Open Circuit,High,Pass,52,Warning,55,2025-12-19
I0353,PCB,L3,M4,Morning,49,62,218.06,0.64,2.94,138,OP105,Ceramic,Loose Connection,Medium,Pass,8,Warning,46,2025-12-20
I0354,Sensor Module,L4,M5,Morning,45,44,34.31,4.7,0.78,117,OP107,Aluminum,Solder Bridge,Medium,Fail,10,Critical,70,2025-12-21
I0355,Wi-Fi Module,L2,M1,Morning,44,49,97.08,3.3,3.2,126,OP113,FR4,Open Circuit,Low,Pass,18,Warning,99,2025-12-22
I0356,Display Unit,L4,M5,Morning,47,63,62.39,2.2,2.46,96,OP108,Aluminum,PCB Crack,High,Pass,34,Warning,16,2025-12-23
I0357,Power Supply Unit,L4,M1,Evening,36,52,81.8,2.27,3.54,112,OP115,Copper,Solder Bridge,High,Pass,41,Good,25,2025-12-24
I0358,Microcontroller Board,L1,M5,Morning,39,63,219.57,3.61,0.83,88,OP123,Ceramic,Burn Mark,Low,Fail,33,Good,83,2025-12-25
I0359,Microcontroller Board,L4,M2,Night,42,57,220.63,0.44,1.59,102,OP106,Ceramic,Burn Mark,Medium,Fail,34,Critical,92,2025-12-26
I0360,Battery Pack,L3,M5,Night,35,59,93.92,4.3,1.45,139,OP106,FR4,Missing Component,Low,Fail,53,Good,66,2025-12-27
I0361,Sensor Module,L4,M3,Morning,41,61,126.74,0.27,3.84,134,OP115,Ceramic,Misalignment,Low,Fail,11,Good,91,2025-12-28
